Group,bout.nr,Focal,pot.partner,play,sex.focal,sex.partner,dyad,prev.aggression,z.rank.focal,z.rank.partner,z.ddsi,z.age.focal,z.age.partner
East,12330,ind12,ind38,0,F,F,Indira_Yeda_since2013,0,-1.254638236,-1.454642929,-0.579412948,0.360114535,-0.961936308
East,12330,ind12,ind22,0,F,F,Indira_Yeha,0,-1.254638236,0.076952303,-1.057810506,0.360114535,0.615352936
East,12343,ind20,ind9,0,M,M,Athos_Fredy,0,0.851049686,1.608547534,2.383986354,1.777538236,-0.370047993
East,12343,ind20,ind11,0,M,F,Fatima_Fredy,0,0.851049686,-1.23584361,1.294102753,1.777538236,-0.862883407
East,12343,ind20,ind15,1,M,M,Fredy_Poseidon,0,0.851049686,1.170948897,1.874875612,1.777538236,-0.764370304
East,12343,ind20,ind44,0,M,M,Fredy_Richelieu,0,0.851049686,0.733350259,-0.314676546,1.777538236,-1.158692615
East,12343,ind20,ind21,0,M,F,Fredy_Wandy,0,0.851049686,-0.360646335,0.402248778,1.777538236,0.122787421
East,12343,ind20,ind45,0,M,M,Fredy_Willy,0,0.851049686,0.952149578,2.000282457,1.777538236,-1.158692615
East,12343,ind20,ind38,0,M,F,Fredy_Yeda_since2013,0,0.851049686,-1.454642929,-1.393686172,1.777538236,-0.961666409
East,12343,ind20,ind22,0,M,F,Fredy_Yeha,0,0.851049686,0.076952303,0.580914481,1.777538236,0.615622835
East,12344,ind20,ind17,0,M,F,Chantal_Fredy,0,0.851049686,0.51455094,-0.055907534,1.777538236,0.517109732
East,12344,ind20,ind19,0,M,F,Elisa_Fredy,0,0.851049686,-0.141847016,0.370438449,1.777538236,1.009945146
East,12344,ind20,ind11,0,M,F,Fatima_Fredy,0,0.851049686,-1.23584361,1.294102753,1.777538236,-0.862883407
East,12344,ind20,ind12,1,M,F,Fredy_Indira,0,0.851049686,-0.798244972,2.083675009,1.777538236,0.024274318
East,12344,ind20,ind13,0,M,F,Fredy_Korie,0,0.851049686,-0.579445654,0.262213823,1.777538236,-0.074238785
East,12344,ind20,ind14,0,M,F,Fredy_Pola,0,0.851049686,0.295751622,1.174783121,1.777538236,-0.173021787
East,12344,ind20,ind37,0,M,F,Fredy_Rwenzori,0,0.851049686,-1.017044291,-0.972532995,1.777538236,1.009945146
East,12349,ind45,ind9,0,M,M,Athos_Willy,0,0.429912101,1.608547534,0.652490274,-0.947473007,-0.369778094
East,12349,ind45,ind17,0,M,F,Chantal_Willy,0,0.429912101,0.51455094,-1.032336246,-0.947473007,0.517379631
East,12349,ind45,ind19,0,M,F,Elisa_Willy,0,0.429912101,-0.141847016,-0.749810157,-0.947473007,1.010215044
East,12349,ind45,ind11,1,M,F,Fatima_Willy,0,0.429912101,-1.23584361,0.497346556,-0.947473007,-0.862613508
East,12349,ind45,ind20,0,M,M,Fredy_Willy,0,0.429912101,1.389748216,2.01514721,-0.947473007,1.306024252
East,12349,ind45,ind12,1,M,F,Indira_Willy,0,0.429912101,-0.798244972,-0.147021978,-0.947473007,0.024544217
East,12349,ind45,ind13,0,M,F,Korie_Willy,0,0.429912101,-0.579445654,-0.91736169,-0.947473007,-0.073968886
East,12349,ind45,ind14,0,M,F,Pola_Willy,0,0.429912101,0.295751622,-0.525814726,-0.947473007,-0.172751888
East,12349,ind45,ind44,0,M,M,Richelieu_Willy,0,0.429912101,0.733350259,-0.056645652,-0.947473007,-1.158422716
East,12349,ind45,ind37,0,M,F,Rwenzori_Willy,0,0.429912101,-1.017044291,-0.71648084,-0.947473007,1.010215044
East,12349,ind45,ind21,0,M,F,Wandy_Willy,0,0.429912101,-0.360646335,-0.654021467,-0.947473007,0.12305732
East,12349,ind45,ind22,0,M,F,Willy_Yeha,0,0.429912101,0.076952303,-0.949041888,-0.947473007,0.615892734
North,12363,ind2,ind7,0,F,F,Belle_Mystere,0,-0.34217347,-0.141847016,1.582077852,1.99661362,1.437734922
North,12363,ind2,ind1,0,F,M,Faust_Mystere,0,-0.34217347,1.316815109,-0.855812162,1.99661362,-0.81996948
North,12363,ind2,ind3,0,F,F,Mystere_Narcisse,0,-0.34217347,0.441617834,1.105160276,1.99661362,0.715215533
North,12363,ind2,ind4,1,F,M,Mystere_Noureyev,0,-0.34217347,1.608547534,0.801341491,1.99661362,-0.650742862
North,12363,ind2,ind8,0,F,F,Mystere_Pandora,0,-0.34217347,-1.308776716,-0.982367214,1.99661362,-0.489073414
North,12363,ind2,ind5,0,F,F,Mystere_Perla,0,-0.34217347,-0.725311866,1.004236609,1.99661362,1.405077153
North,12363,ind2,ind31,0,F,M,Mystere_Porthos,0,-0.34217347,1.025082684,-1.577086456,1.99661362,-0.978130243
East,12371,ind12,ind17,0,F,F,Chantal_Indira,0,-1.254638236,0.51455094,-0.545013106,0.36220381,0.518729125
East,12371,ind12,ind19,0,F,F,Elisa_Indira,0,-1.254638236,-0.141847016,-0.845592652,0.36220381,1.011564539
East,12371,ind12,ind11,0,F,F,Fatima_Indira,0,-1.254638236,-1.23584361,-0.421074413,0.36220381,-0.861264014
East,12371,ind12,ind44,1,F,M,Indira_Richelieu,0,-1.254638236,0.733350259,-0.365697348,0.36220381,-1.157073222
East,12371,ind12,ind37,0,F,F,Indira_Rwenzori,0,-1.254638236,-1.017044291,-0.874973334,0.36220381,1.011564539
East,12386,ind11,ind19,0,F,F,Elisa_Fatima,0,-1.675775821,-0.141847016,-1.082078744,-0.618561463,1.011834438
East,12386,ind11,ind12,0,F,F,Fatima_Indira,0,-1.675775821,-0.798244972,-0.36137589,-0.618561463,0.02616361
East,12386,ind11,ind44,1,F,M,Fatima_Richelieu,0,-1.675775821,0.733350259,0.449086269,-0.618561463,-1.156803323
East,12386,ind11,ind21,0,F,F,Fatima_Wandy,0,-1.675775821,-0.360646335,-1.09106008,-0.618561463,0.124676713
East,12387,ind11,ind17,0,F,F,Chantal_Fatima,0,-1.675775821,0.51455094,-0.995110719,-0.618561463,0.518999024
East,12387,ind11,ind19,0,F,F,Elisa_Fatima,0,-1.675775821,-0.141847016,-1.082078744,-0.618561463,1.011834438
East,12387,ind11,ind13,0,F,F,Fatima_Korie,0,-1.675775821,-0.579445654,-0.928593066,-0.618561463,-0.072349493
East,12387,ind11,ind14,1,F,F,Fatima_Pola,0,-1.675775821,0.295751622,0.549452557,-0.618561463,-0.171132495
East,12387,ind11,ind44,0,F,M,Fatima_Richelieu,0,-1.675775821,0.733350259,0.449086269,-0.618561463,-1.156803323
East,12387,ind11,ind37,0,F,F,Fatima_Rwenzori,0,-1.675775821,-1.017044291,-0.908360853,-0.618561463,1.011834438
East,12387,ind11,ind21,0,F,F,Fatima_Wandy,0,-1.675775821,-0.360646335,-1.09106008,-0.618561463,0.124676713
East,12387,ind11,ind22,0,F,F,Fatima_Yeha,0,-1.675775821,0.076952303,-1.048009456,-0.618561463,0.617512127
East,12392,ind14,ind19,0,F,F,Elisa_Pola,0,-0.201794275,-0.141847016,-0.819626352,0.144322298,1.011834438
East,12392,ind14,ind11,1,F,F,Fatima_Pola,0,-0.201794275,-1.23584361,0.549452557,0.144322298,-0.860994115
East,12392,ind14,ind12,0,F,F,Indira_Pola,0,-0.201794275,-0.798244972,1.036321392,0.144322298,0.02616361
East,12392,ind14,ind44,0,F,M,Pola_Richelieu,0,-0.201794275,0.733350259,0.008042896,0.144322298,-1.156803323
East,12392,ind14,ind37,0,F,F,Pola_Rwenzori,0,-0.201794275,-1.017044291,-0.81398313,0.144322298,1.011834438
East,12392,ind14,ind21,0,F,F,Pola_Wandy,0,-0.201794275,-0.360646335,-0.996007318,0.144322298,0.124676713
East,12392,ind14,ind22,0,F,F,Pola_Yeha,0,-0.201794275,0.076952303,-1.105370891,0.144322298,0.617512127
East,12394,ind14,ind19,0,F,F,Elisa_Pola,0,-0.201794275,-0.141847016,-0.819626352,0.144322298,1.011834438
East,12394,ind14,ind11,1,F,F,Fatima_Pola,0,-0.201794275,-1.23584361,0.549452557,0.144322298,-0.860994115
East,12394,ind14,ind12,0,F,F,Indira_Pola,0,-0.201794275,-0.798244972,1.036321392,0.144322298,0.02616361
East,12394,ind14,ind44,0,F,M,Pola_Richelieu,0,-0.201794275,0.733350259,0.008042896,0.144322298,-1.156803323
East,12394,ind14,ind37,0,F,F,Pola_Rwenzori,0,-0.201794275,-1.017044291,-0.81398313,0.144322298,1.011834438
East,12394,ind14,ind21,0,F,F,Pola_Wandy,0,-0.201794275,-0.360646335,-0.996007318,0.144322298,0.124676713
East,12394,ind14,ind22,0,F,F,Pola_Yeha,0,-0.201794275,0.076952303,-1.105370891,0.144322298,0.617512127
North,12411,ind5,ind7,1,F,F,Belle_Perla,0,-1.184448639,-0.141847016,0.97700499,1.888866735,1.439084416
North,12411,ind5,ind1,0,F,M,Faust_Perla,0,-1.184448639,1.316815109,-1.045599011,1.888866735,-0.818619986
North,12411,ind5,ind2,0,F,F,Mystere_Perla,0,-1.184448639,0.149885409,1.007878883,1.888866735,1.50520965
North,12411,ind5,ind3,0,F,F,Narcisse_Perla,0,-1.184448639,0.441617834,0.878829477,1.888866735,0.716565028
North,12411,ind5,ind4,0,F,M,Noureyev_Perla,0,-1.184448639,1.608547534,0.588089465,1.888866735,-0.649393368
North,12411,ind5,ind8,0,F,F,Pandora_Perla,0,-1.184448639,-1.308776716,1.410834562,1.888866735,-0.487723919
North,12411,ind5,ind31,0,F,M,Perla_Porthos,0,-1.184448639,1.025082684,-0.489461383,1.888866735,-0.976780748
North,12411,ind5,ind6,0,F,F,Perla_Surprise,0,-1.184448639,-1.017044291,0.443407631,1.888866735,-0.335500933
North,12412,ind5,ind7,1,F,F,Belle_Perla,0,-1.184448639,-0.141847016,0.97700499,1.888866735,1.439084416
North,12412,ind5,ind1,0,F,M,Faust_Perla,0,-1.184448639,1.316815109,-1.045599011,1.888866735,-0.818619986
North,12412,ind5,ind2,0,F,F,Mystere_Perla,0,-1.184448639,0.149885409,1.007878883,1.888866735,1.50520965
North,12412,ind5,ind3,0,F,F,Narcisse_Perla,0,-1.184448639,0.441617834,0.878829477,1.888866735,0.716565028
North,12412,ind5,ind4,0,F,M,Noureyev_Perla,0,-1.184448639,1.608547534,0.588089465,1.888866735,-0.649393368
North,12412,ind5,ind8,0,F,F,Pandora_Perla,0,-1.184448639,-1.308776716,1.410834562,1.888866735,-0.487723919
North,12412,ind5,ind31,0,F,M,Perla_Porthos,0,-1.184448639,1.025082684,-0.489461383,1.888866735,-0.976780748
North,12412,ind5,ind6,0,F,F,Perla_Surprise,0,-1.184448639,-1.017044291,0.443407631,1.888866735,-0.335500933
East,12419,ind15,ind9,0,M,M,Athos_Poseidon,1,0.851049686,1.608547534,0.656139505,-0.509023771,-0.367618903
East,12419,ind15,ind20,1,M,M,Fredy_Poseidon,0,0.851049686,0.952149578,1.854593868,-0.509023771,1.308183444
East,12419,ind15,ind44,0,M,M,Poseidon_Richelieu,0,0.851049686,0.733350259,0.22623056,-0.509023771,-1.156263525
East,12419,ind15,ind45,0,M,M,Poseidon_Willy,0,0.851049686,1.170948897,0.743125143,-0.509023771,-1.156263525
East,12419,ind15,ind22,0,M,F,Poseidon_Yeha,0,0.851049686,0.076952303,-0.904752479,-0.509023771,0.618051925
East,12428,ind45,ind20,0,M,M,Fredy_Willy,0,0.429912101,1.170948897,2.03479047,-0.944488328,1.308723242
East,12428,ind45,ind15,0,M,M,Poseidon_Willy,0,0.429912101,1.389748216,0.740646859,-0.944488328,-0.761401416
East,12428,ind45,ind44,1,M,M,Richelieu_Willy,0,0.429912101,0.733350259,-0.039118898,-0.944488328,-1.155723727
East,12462,ind11,ind17,0,F,F,Chantal_Fatima,0,-1.675775821,0.51455094,-1.003369038,-0.615576785,0.521698013
East,12462,ind11,ind19,0,F,F,Elisa_Fatima,0,-1.675775821,-0.141847016,-1.090151409,-0.615576785,1.014533427
East,12462,ind11,ind12,0,F,F,Fatima_Indira,0,-1.675775821,-0.798244972,-0.372328239,-0.615576785,0.028862599
East,12462,ind11,ind14,1,F,F,Fatima_Pola,0,-1.675775821,0.295751622,0.55804646,-0.615576785,-0.168433506
East,12462,ind11,ind44,0,F,M,Fatima_Richelieu,0,-1.675775821,0.733350259,0.436447912,-0.615576785,-1.154104334
East,12462,ind11,ind21,0,F,F,Fatima_Wandy,0,-1.675775821,-0.360646335,-1.100071864,-0.615576785,0.127375702
East,12462,ind11,ind22,0,F,F,Fatima_Yeha,0,-1.675775821,0.076952303,-0.95390075,-0.615576785,0.620211116
North,12466,ind1,ind7,0,M,F,Belle_Faust,0,0.780860088,-0.141847016,-0.685136855,-0.569015804,1.441513506
North,12466,ind1,ind8,1,M,F,Faust_Pandora,0,0.780860088,-1.308776716,-1.176851489,-0.569015804,-0.485294829
North,12466,ind1,ind5,0,M,F,Faust_Perla,0,0.780860088,-0.725311866,-1.066941271,-0.569015804,1.408855738
North,12466,ind1,ind6,0,M,F,Faust_Surprise,0,0.780860088,-1.017044291,-0.074555121,-0.569015804,-0.333071842
South,12471,ind32,ind25,0,M,F,Isha_Woodstock,0,0.908477538,0.017279761,0.755474342,-0.070276069,2.000744053
South,12471,ind32,ind27,0,M,F,Julia_Woodstock,0,0.908477538,0.335533316,0.867547593,-0.070276069,2.000744053
South,12471,ind32,ind35,0,M,F,Kinshasa_Woodstock,1,0.908477538,-0.300973793,0.565856351,-0.070276069,0.029132498
South,12471,ind32,ind29,0,M,F,Mbeli_Woodstock,0,0.908477538,-0.141847016,0.60296127,-0.070276069,-0.759512124
South,12471,ind32,ind43,1,M,M,Shogun_Woodstock,0,0.908477538,0.972040425,1.34324855,-0.070276069,-1.104712833
South,12471,ind32,ind30,0,M,F,Sumatra_Woodstock,0,0.908477538,0.494660093,1.418531534,-0.070276069,2.493579467
East,12477,ind37,ind11,0,F,F,Fatima_Rwenzori,0,-1.465207028,-1.23584361,-0.820325548,1.455789921,-0.858025227
East,12477,ind37,ind12,0,F,F,Indira_Rwenzori,0,-1.465207028,-0.798244972,-0.89010901,1.455789921,0.029132498
East,12477,ind37,ind14,0,F,F,Pola_Rwenzori,0,-1.465207028,0.295751622,-0.825135252,1.455789921,-0.168163607
East,12477,ind37,ind15,1,F,M,Poseidon_Rwenzori,0,-1.465207028,1.170948897,-0.876033895,1.455789921,-0.759512124
South,12484,ind32,ind25,0,M,F,Isha_Woodstock,0,0.908477538,0.017279761,0.754729481,-0.069977601,2.001013952
South,12484,ind32,ind26,0,M,M,Jacobo_Woodstock,0,0.908477538,1.608547534,2.079108231,-0.069977601,-0.808633726
South,12484,ind32,ind27,0,M,F,Julia_Woodstock,0,0.908477538,0.335533316,0.866743279,-0.069977601,2.001013952
South,12484,ind32,ind29,0,M,F,Mbeli_Woodstock,0,0.908477538,-0.141847016,0.602138058,-0.069977601,-0.759242225
South,12484,ind32,ind30,1,M,F,Sumatra_Woodstock,0,0.908477538,0.494660093,1.417195882,-0.069977601,2.493849366
East,12489,ind44,ind9,0,M,M,Athos_Richelieu,0,0.219343309,1.608547534,0.219258306,-0.942100586,-0.364919914
East,12489,ind44,ind11,0,M,F,Fatima_Richelieu,0,0.219343309,-1.23584361,0.434114451,-0.942100586,-0.857755328
East,12489,ind44,ind20,0,M,M,Fredy_Richelieu,0,0.219343309,1.170948897,-0.321513092,-0.942100586,1.310882433
East,12489,ind44,ind12,1,M,F,Indira_Richelieu,0,0.219343309,-0.798244972,-0.381158659,-0.942100586,0.029402397
East,12489,ind44,ind13,0,M,F,Korie_Richelieu,0,0.219343309,-0.579445654,-0.824688486,-0.942100586,-0.069110706
East,12489,ind44,ind14,1,M,F,Pola_Richelieu,0,0.219343309,0.295751622,-0.003463888,-0.942100586,-0.167893708
East,12489,ind44,ind15,0,M,M,Poseidon_Richelieu,0,0.219343309,1.389748216,0.213820014,-0.942100586,-0.759242225
East,12489,ind44,ind37,0,M,F,Richelieu_Rwenzori,0,0.219343309,-1.017044291,-0.491123833,-0.942100586,1.015073225
East,12489,ind44,ind21,0,M,F,Richelieu_Wandy,0,0.219343309,-0.360646335,-0.155007263,-0.942100586,0.1279155
East,12489,ind44,ind45,0,M,M,Richelieu_Willy,0,0.219343309,0.952149578,-0.049012418,-0.942100586,-1.153564536
East,12489,ind44,ind38,0,M,F,Richelieu_Yeda_since2013,0,0.219343309,-1.454642929,-0.094443969,-0.942100586,-0.95653833
East,12491,ind15,ind9,0,M,M,Athos_Poseidon,0,0.851049686,1.608547534,0.689983369,-0.506039093,-0.364919914
East,12491,ind15,ind44,0,M,M,Poseidon_Richelieu,0,0.851049686,0.733350259,0.213820014,-0.506039093,-1.153564536
East,12491,ind15,ind37,1,M,F,Poseidon_Rwenzori,0,0.851049686,-1.017044291,-0.863190047,-0.506039093,1.015073225
East,12491,ind15,ind45,0,M,M,Poseidon_Willy,0,0.851049686,0.952149578,0.793781353,-0.506039093,-1.153564536
East,12504,ind20,ind9,0,M,M,Athos_Fredy,0,0.640480893,1.608547534,2.361453727,1.783806061,-0.364380116
East,12504,ind20,ind17,0,M,F,Chantal_Fredy,0,0.640480893,0.51455094,-0.081955877,1.783806061,0.522777609
East,12504,ind20,ind19,0,M,F,Elisa_Fredy,0,0.640480893,-0.141847016,0.369347473,1.783806061,1.015613023
East,12504,ind20,ind11,0,M,F,Fatima_Fredy,0,0.640480893,-1.23584361,1.287692618,1.783806061,-0.85721553
East,12504,ind20,ind12,1,M,F,Fredy_Indira,0,0.640480893,-0.798244972,2.042838867,1.783806061,0.029942195
East,12504,ind20,ind13,0,M,F,Fredy_Korie,0,0.640480893,-0.579445654,0.254815548,1.783806061,-0.068570908
East,12504,ind20,ind14,1,M,F,Fredy_Pola,0,0.640480893,0.295751622,1.1717399,1.783806061,-0.16735391
East,12504,ind20,ind15,0,M,M,Fredy_Poseidon,0,0.640480893,1.389748216,1.839957658,1.783806061,-0.758702427
East,12504,ind20,ind44,0,M,M,Fredy_Richelieu,0,0.640480893,0.733350259,-0.306381164,1.783806061,-1.153024738
East,12504,ind20,ind37,0,M,F,Fredy_Rwenzori,0,0.640480893,-1.017044291,-0.85457855,1.783806061,1.015613023
East,12504,ind20,ind21,0,M,F,Fredy_Wandy,0,0.640480893,-0.360646335,0.364374829,1.783806061,0.128455298
East,12504,ind20,ind45,0,M,M,Fredy_Willy,0,0.640480893,0.952149578,2.062270067,1.783806061,-1.153024738
East,12504,ind20,ind38,0,M,F,Fredy_Yeda_since2013,0,0.640480893,-1.454642929,-1.356756278,1.783806061,-0.955998532
East,12504,ind20,ind22,0,M,F,Fredy_Yeha,0,0.640480893,0.076952303,0.581025307,1.783806061,0.621290712
East,12509,ind20,ind9,0,M,M,Athos_Fredy,0,0.640480893,1.608547534,2.361453727,1.783806061,-0.364380116
East,12509,ind20,ind11,0,M,F,Fatima_Fredy,0,0.640480893,-1.23584361,1.287692618,1.783806061,-0.85721553
East,12509,ind20,ind12,1,M,F,Fredy_Indira,0,0.640480893,-0.798244972,2.042838867,1.783806061,0.029942195
East,12509,ind20,ind15,0,M,M,Fredy_Poseidon,0,0.640480893,1.389748216,1.839957658,1.783806061,-0.758702427
East,12509,ind20,ind44,1,M,M,Fredy_Richelieu,0,0.640480893,0.733350259,-0.306381164,1.783806061,-1.153024738
East,12509,ind20,ind37,0,M,F,Fredy_Rwenzori,0,0.640480893,-1.017044291,-0.85457855,1.783806061,1.015613023
East,12509,ind20,ind45,0,M,M,Fredy_Willy,0,0.640480893,0.952149578,2.062270067,1.783806061,-1.153024738
East,12509,ind20,ind38,0,M,F,Fredy_Yeda_since2013,0,0.640480893,-1.454642929,-1.356756278,1.783806061,-0.955998532
East,12509,ind20,ind22,0,M,F,Fredy_Yeha,0,0.640480893,0.076952303,0.581025307,1.783806061,0.621290712
East,12509,ind20,ind13,0,M,F,Fredy_Korie,0,0.640480893,-0.579445654,0.254815548,1.783806061,-0.068570908
East,12513,ind21,ind17,0,F,F,Chantal_Wandy,1,-0.833500652,0.51455094,-0.617787288,0.475621583,0.522777609
East,12513,ind21,ind19,0,F,F,Elisa_Wandy,1,-0.833500652,-0.141847016,-0.723404966,0.475621583,1.015613023
East,12513,ind21,ind12,0,F,F,Indira_Wandy,0,-0.833500652,-0.798244972,-0.992665229,0.475621583,0.029942195
East,12513,ind21,ind13,0,F,F,Korie_Wandy,0,-0.833500652,-0.579445654,-0.899346779,0.475621583,-0.068570908
East,12513,ind21,ind14,0,F,F,Pola_Wandy,0,-0.833500652,0.295751622,-1.01152174,0.475621583,-0.16735391
East,12513,ind21,ind44,0,F,M,Richelieu_Wandy,0,-0.833500652,0.733350259,-0.162766427,0.475621583,-1.153024738
East,12513,ind21,ind45,1,F,M,Wandy_Willy,1,-0.833500652,0.952149578,-0.637040884,0.475621583,-1.153024738
East,12513,ind21,ind22,0,F,F,Wandy_Yeha,0,-0.833500652,0.076952303,-1.029743313,0.475621583,0.621290712
East,12520,ind11,ind9,0,F,M,Athos_Fatima,0,-1.675775821,1.608547534,0.80266662,-0.614084446,-0.364110217
East,12520,ind11,ind19,0,F,F,Elisa_Fatima,0,-1.675775821,-0.141847016,-1.097618061,-0.614084446,1.015882922
East,12520,ind11,ind20,0,F,M,Fatima_Fredy,0,-1.675775821,1.170948897,1.283888453,-0.614084446,1.31169213
East,12520,ind11,ind12,0,F,F,Fatima_Indira,0,-1.675775821,-0.798244972,-0.380069178,-0.614084446,0.030212094
East,12520,ind11,ind13,0,F,F,Fatima_Korie,0,-1.675775821,-0.579445654,-0.945794995,-0.614084446,-0.068301009
East,12520,ind11,ind14,1,F,F,Fatima_Pola,0,-1.675775821,0.295751622,0.587473711,-0.614084446,-0.167084011
East,12520,ind11,ind15,0,F,M,Fatima_Poseidon,0,-1.675775821,1.389748216,-0.328740037,-0.614084446,-0.758432528
East,12520,ind11,ind37,0,F,F,Fatima_Rwenzori,0,-1.675775821,-1.017044291,-0.829646153,-0.614084446,1.015882922
East,12520,ind11,ind21,0,F,F,Fatima_Wandy,0,-1.675775821,-0.360646335,-1.111017798,-0.614084446,0.128725197
East,12520,ind11,ind45,0,F,M,Fatima_Willy,0,-1.675775821,0.952149578,0.446715528,-0.614084446,-1.152754839
East,12520,ind11,ind38,0,F,F,Fatima_Yeda_since2013,0,-1.675775821,-1.454642929,-0.305718435,-0.614084446,-0.955728633
East,12530,ind45,ind9,0,M,M,Athos_Willy,0,0.429912101,1.608547534,0.820477879,-0.940906714,-0.363840318
East,12530,ind45,ind20,1,M,M,Fredy_Willy,0,0.429912101,1.170948897,2.096715136,-0.940906714,1.311962028
East,12530,ind45,ind12,0,M,F,Indira_Willy,0,0.429912101,-0.798244972,-0.104345215,-0.940906714,0.030481993
East,12530,ind45,ind14,0,M,F,Pola_Willy,0,0.429912101,0.295751622,-0.569111195,-0.940906714,-0.166814112
East,12533,ind45,ind9,0,M,M,Athos_Willy,0,0.429912101,1.608547534,0.820477879,-0.940906714,-0.363840318
East,12533,ind45,ind20,1,M,M,Fredy_Willy,0,0.429912101,1.170948897,2.096715136,-0.940906714,1.311962028
East,12533,ind45,ind37,0,M,F,Rwenzori_Willy,0,0.429912101,-1.017044291,-0.663269889,-0.940906714,1.016152821
East,12533,ind45,ind15,0,M,M,Poseidon_Willy,0,0.429912101,1.389748216,0.807494467,-0.940906714,-0.758162629
East,12538,ind45,ind9,0,M,M,Athos_Willy,0,0.429912101,1.608547534,0.820477879,-0.940906714,-0.363840318
East,12538,ind45,ind19,0,M,F,Elisa_Willy,0,0.429912101,-0.141847016,-0.785342438,-0.940906714,1.016152821
East,12538,ind45,ind11,0,M,F,Fatima_Willy,0,0.429912101,-1.23584361,0.468857351,-0.940906714,-0.856675732
East,12538,ind45,ind20,0,M,M,Fredy_Willy,0,0.429912101,1.170948897,2.096715136,-0.940906714,1.311962028
East,12538,ind45,ind12,0,M,F,Indira_Willy,0,0.429912101,-0.798244972,-0.104345215,-0.940906714,0.030481993
East,12538,ind45,ind14,1,M,F,Pola_Willy,0,0.429912101,0.295751622,-0.569111195,-0.940906714,-0.166814112
East,12538,ind45,ind15,0,M,M,Poseidon_Willy,0,0.429912101,1.389748216,0.807494467,-0.940906714,-0.758162629
East,12538,ind45,ind44,0,M,M,Richelieu_Willy,0,0.429912101,0.733350259,-0.025516277,-0.940906714,-1.15248494
East,12538,ind45,ind37,0,M,F,Rwenzori_Willy,0,0.429912101,-1.017044291,-0.663269889,-0.940906714,1.016152821
East,12538,ind45,ind21,0,M,F,Wandy_Willy,0,0.429912101,-0.360646335,-0.601591233,-0.940906714,0.128995096
East,12538,ind45,ind38,0,M,F,Willy_Yeda_since2013,0,0.429912101,-1.454642929,-0.556807015,-0.940906714,-0.955458734
East,12538,ind45,ind22,0,M,F,Willy_Yeha,0,0.429912101,0.076952303,-0.985897561,-0.940906714,0.62183051
East,12539,ind9,ind17,0,M,F,Athos_Chantal,0,1.061618478,0.51455094,-1.130077425,-0.068783729,0.523317407
East,12539,ind9,ind19,0,M,F,Athos_Elisa,0,1.061618478,-0.141847016,-0.997269235,-0.068783729,1.016152821
East,12539,ind9,ind11,0,M,F,Athos_Fatima,0,1.061618478,-1.23584361,0.817371683,-0.068783729,-0.856675732
East,12539,ind9,ind20,0,M,M,Athos_Fredy,0,1.061618478,1.170948897,2.358317532,-0.068783729,1.311962028
East,12539,ind9,ind12,0,M,F,Athos_Indira,0,1.061618478,-0.798244972,0.995231875,-0.068783729,0.030481993
East,12539,ind9,ind13,0,M,F,Athos_Korie,0,1.061618478,-0.579445654,-0.695860292,-0.068783729,-0.06803111
East,12539,ind9,ind14,1,M,F,Athos_Pola,0,1.061618478,0.295751622,0.796650577,-0.068783729,-0.166814112
East,12539,ind9,ind15,0,M,M,Athos_Poseidon,0,1.061618478,1.389748216,0.762135031,-0.068783729,-0.758162629
East,12539,ind9,ind44,0,M,M,Athos_Richelieu,0,1.061618478,0.733350259,0.225877734,-0.068783729,-1.15248494
East,12539,ind9,ind37,0,M,F,Athos_Rwenzori,0,1.061618478,-1.017044291,-0.999886313,-0.068783729,1.016152821
East,12539,ind9,ind21,0,M,F,Athos_Wandy,0,1.061618478,-0.360646335,-0.074068576,-0.068783729,0.128995096
East,12539,ind9,ind45,0,M,M,Athos_Willy,0,1.061618478,0.952149578,0.820477879,-0.068783729,-1.15248494
East,12539,ind9,ind38,0,M,F,Athos_Yeda_since2013,0,1.061618478,-1.454642929,-0.111250449,-0.068783729,-0.955458734
East,12539,ind9,ind22,0,M,F,Athos_Yeha,0,1.061618478,0.076952303,-0.756441917,-0.068783729,0.62183051
East,12541,ind9,ind17,0,M,F,Athos_Chantal,0,1.061618478,0.51455094,-1.130077425,-0.068783729,0.523317407
East,12541,ind9,ind19,1,M,F,Athos_Elisa,0,1.061618478,-0.141847016,-0.997269235,-0.068783729,1.016152821
East,12541,ind9,ind11,0,M,F,Athos_Fatima,0,1.061618478,-1.23584361,0.817371683,-0.068783729,-0.856675732
East,12541,ind9,ind20,0,M,M,Athos_Fredy,0,1.061618478,1.170948897,2.358317532,-0.068783729,1.311962028
East,12541,ind9,ind12,0,M,F,Athos_Indira,0,1.061618478,-0.798244972,0.995231875,-0.068783729,0.030481993
East,12541,ind9,ind13,0,M,F,Athos_Korie,0,1.061618478,-0.579445654,-0.695860292,-0.068783729,-0.06803111
East,12541,ind9,ind14,0,M,F,Athos_Pola,0,1.061618478,0.295751622,0.796650577,-0.068783729,-0.166814112
East,12541,ind9,ind15,0,M,M,Athos_Poseidon,0,1.061618478,1.389748216,0.762135031,-0.068783729,-0.758162629
East,12541,ind9,ind44,0,M,M,Athos_Richelieu,0,1.061618478,0.733350259,0.225877734,-0.068783729,-1.15248494
East,12541,ind9,ind37,0,M,F,Athos_Rwenzori,0,1.061618478,-1.017044291,-0.999886313,-0.068783729,1.016152821
